step,reward,pue,peak_outlet,violations
55,0.14122127419848063,1.1426414516030388,19.39015048746625,0
56,0.14182582898082746,1.1423263420383452,20.13994178738696,0
57,0.14160375563722066,1.1425684887255587,19.14899814757146,0
58,0.14241673968860033,1.1420585206227993,18.920165282411567,0
59,0.14044165837489725,1.1429766832502055,20.80475787266051,0
60,0.14161992901920722,1.1425141419615856,19.654047399909487,0
61,0.13550063259814182,1.1453507348037164,19.030445069528536,0
62,0.14486473749829124,1.1410265250034175,20.401284170154536,0
63,0.1436578286942509,1.1415843426114982,18.98496881282124,0
64,0.14484982587060602,1.140974348258788,20.33097339536894,0
65,0.14321168705587628,1.1418086258882474,19.30593125960361,0
66,0.1336547010193026,1.1463565979613948,19.38753653931216,0
67,0.14004165192018805,1.143330696159624,18.939441182620534,0
68,0.13829653226543087,1.1440609354691382,18.806067231215096,0
69,0.14340652129968104,1.141766957400638,18.888576130382134,0
70,0.1432665628608289,1.1417048742783422,19.78548856620342,0
71,0.14526962231213503,1.14081275537573,19.638279966166966,0
72,0.14214554153191764,1.1421889169361648,18.656577489123194,0
73,0.13862852558716843,1.1436569488256632,18.87848650285411,0
74,0.140727395920435,1.14271120815913,19.46559714697369,0
75,0.13737242999459065,1.1442311400108187,18.90401243877534,0
76,0.1424978200489454,1.1418863599021092,19.536673825456916,0
77,0.14201501908999514,1.1420099618200097,18.90183186118489,0
78,0.14186085653823047,1.142056286923539,19.29027172327453,0
79,0.13655875899714537,1.1445404820057092,18.421318357695483,0
80,0.1430866606920244,1.1415046786159513,18.869926796708967,0
81,0.14134881006288227,1.1422543798742355,19.03157998085588,0
82,0.13911816739244537,1.1433376652151093,19.272710674641623,0
83,0.14368242840641382,1.1411331431871723,19.797784580238016,0
84,0.14190016851799106,1.1418896629640178,19.12140999614373,0
85,0.14377895192543608,1.1411240961491278,20.91101868526207,0
86,0.14359872590452177,1.1412505481909565,20.246105283639615,0
87,0.14243163175367718,1.1416987364926456,19.51247531810221,0
88,0.14001477628573636,1.1428104474285272,19.950246346062997,0
89,0.13917197565854073,1.1432360486829185,19.88405648184198,0
90,0.140128718390938,1.142716563218124,19.19089218797828,0
91,0.14491417854112193,1.140561642917756,19.247915940937514,0
92,0.13843255329586135,1.1435788934082773,19.52481588829618,0
93,0.1402452670017892,1.1427154659964216,18.473494355526178,0
94,0.13928416549244252,1.143111669015115,18.527571007324404,0
95,0.13944018350189688,1.1430696329962062,18.947477016686513,0
96,0.14046919951173226,1.1425336009765354,18.870538560862396,0
97,0.14409709408367263,1.1409198118326547,19.92851451183362,0
98,0.13841846828389698,1.143625063432206,19.349998737300204,0
99,0.13709953237062036,1.1441349352587593,19.177558126287217,0
100,0.1342583335566202,1.1455693328867596,18.46804021984572,0
101,0.14404728377066206,1.1410534324586759,19.073292879971675,0
102,0.13885616332685302,1.143433673346294,18.724691033656224,0
103,0.14462517030357133,1.1406976593928573,18.859532784302893,0
104,0.14001925415967897,1.142837491680642,19.140695288698176,0
105,0.14445957297421494,1.14087285405157,19.395455845859267,0
106,0.1446731127846563,1.1409197744306874,19.40132146148008,0
107,0.14241298393311236,1.1420000321337753,19.71235559243489,0
108,0.1431063519657937,1.1416032960684126,19.161262413090576,0
109,0.1401580122518935,1.142921975496213,19.28959743893786,0
110,0.13572845615350773,1.1449770876929846,18.889459908706748,0
111,0.14364298444649473,1.1413020311070106,19.274244309957517,0
112,0.1469606421118147,1.1397947157763706,19.623179869533768,0
113,0.1409531886841582,1.1426136226316836,18.763410642794206,0
114,0.1452117074695452,1.1406105850609096,18.74012985328047,0
115,0.14504455621018858,1.1407368875796229,19.456102614008543,0
116,0.1430663223776442,1.1417053552447116,18.797157242139214,0
117,0.14446392937603716,1.1411821412479257,19.586566616414355,0
118,0.13837030781028842,1.1440933843794232,18.761053603921802,0
119,0.14323094908621867,1.1416941018275626,19.226314035292155,0
120,0.14278996772107005,1.14196406455786,19.31362392920027,0
121,0.14292772370362825,1.1418245525927435,18.60420192225449,0
122,0.13857038436094088,1.1438052312781182,18.876372133348617,0
123,0.13866000600068995,1.14376198799862,19.284152628784106,0
124,0.1387924157650376,1.1437511684699249,18.458718073225654,0
125,0.14348351726496528,1.1416389654700694,18.4833750683529,0
126,0.14255522877606597,1.142087542447868,18.985859014190332,0
127,0.1384720499684595,1.143845900063081,18.79370949158311,0
128,0.1381440013581806,1.1440539972836388,18.9998258171723,0
129,0.13979150652817932,1.1433649869436413,18.38238067367978,0
130,0.13823768344086093,1.1441546331182781,18.868328629240104,0
131,0.1377336441571393,1.1443367116857215,18.586242225246423,0
132,0.13967406198079343,1.1435138760384131,19.108442396789222,0
133,0.14133427265420254,1.142805454691595,19.11228170362136,0
134,0.14057125214657612,1.1431634957068477,18.953323313487882,0
135,0.14160974797643403,1.142844504047132,19.345907759379656,0
136,0.1375378253204596,1.1446363493590808,19.07463911518623,0
137,0.13752160020854717,1.1446967995829056,18.816464296200188,0
138,0.13526693726265918,1.1458541254746817,18.484004110816457,0
139,0.14091881900363504,1.14332036199273,19.593051983948904,0
140,0.13901664695599714,1.1442147060880057,18.6928632123916,0
141,0.13942885771523356,1.144062284569533,19.71669169557761,0
142,0.13810021337011683,1.1447415732597663,18.15974474308608,0
143,0.14118638547064646,1.143203229058707,19.059727286645295,0
144,0.14160753830799208,1.1431149233840159,18.620341069511646,0
145,0.14041171481749884,1.1435925703650023,18.630880031339743,0
146,0.1419529937149552,1.1429520125700896,19.330738864247458,0
147,0.1456897207080206,1.1411365585839588,20.752462439348857,0
148,0.14090096225448717,1.1433240754910257,18.232549680180924,0
149,0.14275735726978617,1.1425632854604277,19.19061246409322,0
150,0.1378119555155414,1.1448080889689172,18.932764249851278,0
151,0.1431381414789375,1.142231717042125,18.28787829721911,0
152,0.1385942561957035,1.144181487608593,18.545912619084593,0
153,0.143480130176972,1.141991739646056,19.420960973398913,0
154,0.1416059486824285,1.142842102635143,19.009862562991692,0
155,0.13873959920601067,1.1442668015879787,18.428165643516486,0
156,0.13810991688035432,1.1445281662392914,18.831013760466185,0
157,0.14121096252828708,1.1430200749434258,17.99052829152291,0
158,0.13411987942360862,1.1463942411527828,18.42262993992187,0
159,0.1415213085920625,1.143065382815875,18.53250326391815,0
160,0.1390725838119965,1.144242832376007,19.20445987140286,0
161,0.14165231052456165,1.1430073789508768,18.412413690163703,0
162,0.13977976072476309,1.1438304785504738,18.264832512053225,0
163,0.13512640305802898,1.145993193883942,18.275988587127273,0
164,0.14074055590265605,1.1432408881946878,19.838376724972054,0
165,0.1437225852430156,1.1418568295139688,19.034104687150112,0
166,0.13642597626098144,1.1452500474780372,17.95418359616587,0
167,0.13864719178067775,1.1443236164386446,18.643723340625268,0
168,0.14499920688407156,1.141361586231857,19.10785876208488,0
169,0.13783253698411774,1.1447269260317645,18.402978880118333,0
170,0.13735039509482672,1.1449012098103466,18.370747523655165,0
171,0.14443668903100423,1.1416146219379915,18.36887550604083,0
172,0.13957964844655377,1.1438387031068924,17.96006383802445,0
173,0.14186850244036853,1.1427109951192629,19.16709811457023,0
174,0.13826246424895544,1.1444010715020891,18.69427153600772,0
175,0.13758570018931943,1.1447045996213612,18.80513521081231,0
176,0.13844643218244038,1.1443331356351192,18.618383010115288,0
177,0.14134952711988297,1.142980945760234,18.681526321501494,0
178,0.14242634608242702,1.1425273078351459,18.92564711934712,0
179,0.13318427061235655,1.146865458775287,19.703198038936407,0
180,0.13669724096528243,1.145093518069435,20.175653021389735,0
181,0.1376300129404281,1.1447879741191438,19.159672165653088,0
182,0.13772243321883718,1.1447731335623257,18.381194626222836,0
183,0.13855367799870358,1.1443826440025928,19.54347649615198,0
184,0.13962401968825502,1.14381996062349,19.14107691991974,0
185,0.13861443462434272,1.1443671307513146,18.79661921924776,0
186,0.14167904718922195,1.142923905621556,18.76879692375785,0
187,0.14250253144908503,1.14243893710183,19.789869143805106,0
188,0.14204308070434643,1.1426678385913072,19.058303202475454,0
189,0.1471945013591259,1.1403929972817481,19.964281729759726,0
190,0.13941055461935345,1.1439248907612931,18.890456841699276,0
191,0.13858992042491278,1.1443601591501744,18.725809783454284,0
192,0.14290248149279844,1.1423890370144032,18.94982773289788,0
193,0.13831220126898822,1.1445455974620236,18.68018242272853,0
194,0.14354919048400047,1.142065619031999,18.48626521395466,0
195,0.14069123235266653,1.143409535294667,18.939635810455535,0
196,0.1392991598556421,1.1439716802887159,17.833418726322915,0
197,0.14203695889738974,1.1426200822052206,18.409549411833684,0
198,0.1409209316830639,1.1431701366338722,18.81738023553126,0
199,0.14614796732196272,1.1406200653560745,19.037374829851796,0
200,0.13355712373637826,1.1465177525272434,17.62048500251388,0
201,0.13992276690730718,1.1435824661853857,18.28274893002,0
202,0.14347226847178263,1.1419334630564348,19.638835079070198,0
203,0.1407346679078432,1.1432866641843136,18.669446846029366,0
204,0.1436762085430286,1.1419035829139428,18.704315699547728,0
205,0.14093288668972523,1.1431342266205495,18.412754127482458,0
206,0.1436207748012249,1.1418744503975502,18.982485460112972,0
207,0.14442627150082366,1.1414514569983527,19.0556538820385,0
208,0.13625981047682062,1.1453563790463588,20.616051455230732,0
209,0.13959172011046808,1.1437285597790638,18.431070039380515,0
210,0.14274192670127356,1.1422801465974528,18.870120387159375,0
211,0.14007356166969093,1.1435048766606182,18.63997720506135,0
212,0.13978367076603712,1.1435466584679257,18.877387635300877,0
213,0.13564368623535575,1.1453566275292886,18.436822003932342,0
214,0.14167661605525259,1.1424807678894948,18.106142918719023,0
215,0.1378095353483797,1.1442189293032405,18.79014758452683,0
216,0.14143980013176727,1.1425263997364654,18.396152528818966,0
217,0.1416525942583439,1.1423888114833123,19.132389569025626,0
218,0.13717119415401807,1.1444796116919638,18.7983527137359,0
219,0.13586168936710952,1.145058621265781,19.162053666835696,0
220,0.1444114834361152,1.1411890331277696,19.100888984358797,0
221,0.13621935540324084,1.1449372891935183,19.234665053197347,0
222,0.14466032862248251,1.141073342755035,18.855781963082645,0
223,0.14243178672016793,1.1420224265596641,18.997313486157054,0
224,0.13708772455254764,1.1444965508949048,19.130964434017365,0
225,0.14274812118388344,1.141819757632233,18.637199684403,0
226,0.14277820865959803,1.141763582680804,19.53464966508406,0
227,0.14527909442035383,1.1406158111592923,19.755310342708277,0
228,0.138336681984226,1.143830636031548,18.467303346763636,0
229,0.13954259522717738,1.1432568095456452,18.33107379352109,0
230,0.1433716057421104,1.1415047885157792,19.760043426223376,0
231,0.14000172539526584,1.1429185492094682,18.37037507393145,0
232,0.14136775139384045,1.1422904972123191,18.476248140454004,0
233,0.13849646914119348,1.143689061717613,19.659772075184136,0
234,0.13911082130828625,1.1434083573834275,19.556489589665336,0
235,0.145359026939248,1.140603946121504,19.303613768979897,0
236,0.1411948854757452,1.1424302290485095,18.916420490097963,0
237,0.14296519580867614,1.1414816083826478,18.73849315605012,0
238,0.14207406012536486,1.1419218797492703,18.819818930593634,0
239,0.14181160092662914,1.1420307981467417,19.33438417103394,0
240,0.13983411179101476,1.1429017764179705,19.073302118701765,0
241,0.14144785941805768,1.1420662811638846,19.031626629732248,0
242,0.14361900512346706,1.1410839897530658,19.12954294251425,0
243,0.13854623375628147,1.143281532487437,19.796535080552466,0
244,0.14268212825387,1.14141374349226,18.38217426219186,0
245,0.1452738930527442,1.1401922138945115,19.440788482115728,0
246,0.14240602780739367,1.1415019443852126,18.47253222346272,0
247,0.14170041723531715,1.1418651655293657,18.290774616317886,0
248,0.14364856667181147,1.140950866656377,18.16797033353909,0
249,0.14145236867502792,1.1419192626499441,18.528386385439287,0
250,0.14197885963681914,1.1417342807263617,18.608863745560395,0
251,0.14408755237620471,1.1407188952475906,18.17666604507304,0
252,0.14531141418555996,1.14023517162888,18.753840190969903,0
253,0.14234235769147127,1.1415732846170574,19.14772931272373,0
254,0.14533360290917363,1.1402207941816527,18.882783617570635,0
255,0.13917307901758974,1.1430498419648205,18.13584351264134,0
256,0.14321122046004087,1.1411455590799182,18.907927641048268,0
257,0.13886633246331848,1.143311335073363,19.39730695574368,0
258,0.1411889925217568,1.1422640149564864,18.239161201232495,0
259,0.14332541298140364,1.1412371740371927,18.122628758470412,0
260,0.1450756302848864,1.1403407394302272,18.52060186746017,0
261,0.1420135602130413,1.1417868795739174,19.10483392813954,0
262,0.1384520339379619,1.1434939321240762,18.075673127272896,0
263,0.1417347986365935,1.141926402726813,18.60860853903739,0
264,0.14295839849308617,1.1413712030138277,18.24030567631136,0
265,0.14433148303556373,1.1407770339288725,18.443766083276024,0
266,0.1420497038135296,1.1418845923729408,18.6144725550868,0
267,0.14189371658592503,1.14191856682815,18.86080217667641,0
268,0.14347532403170538,1.1412753519365892,19.520050027047944,0
269,0.13779934442646252,1.143915311147075,18.992629966180807,0
270,0.14367501607890285,1.1411799678421943,19.23706145590554,0
271,0.13734697464358744,1.144212050712825,18.753205566804674,0
272,0.13869622342368115,1.1435455531526377,18.994077255624294,0
273,0.145264259906359,1.140501480187282,19.37732170725017,0
274,0.14305548495433765,1.1415950300913247,19.79840212779967,0
275,0.14602391343471255,1.1401981731305748,18.88410484574807,0
276,0.14115382874383275,1.1424603425123345,19.01260378202296,0
277,0.14853945170793403,1.139151096584132,19.140762578302585,0
278,0.14763778901682936,1.1395184219663412,19.08682147846421,0
279,0.1480072458645912,1.1394175082708176,19.394911067732117,0
280,0.14753746026530756,1.1395890794693848,19.171070418994244,0
281,0.14799224592231053,1.139307508155379,19.076448932035433,0
282,0.15173509967898496,1.13756380064203,19.617521108093342,0
283,0.15250943384123294,1.137111132317534,19.019138955408657,0
284,0.14874457906898833,1.1387128418620234,19.24172808785564,0
285,0.15488382197274136,1.1359043560545172,18.682114016325748,0
286,0.15143054660545094,1.137558906789098,18.383160428092637,0
287,0.15646053738295032,1.1354029252340994,18.645742861987408,0
288,0.1527777532082183,1.1369004935835634,18.954930253785847,0
289,0.15732625693688584,1.1349614861262283,19.336639753852303,0
290,0.15684630706621255,1.135239385867575,19.65441674186856,0
291,0.1591698661174921,1.1341242677650158,19.11189184122407,0
292,0.15384256369907004,1.13647887260186,20.171241475662555,0
293,0.16329719834225406,1.1322876033154918,18.778125376330735,0
294,0.15950622469217135,1.1340535506156573,19.99383431276203,0
295,0.1613190399640924,1.1333539200718152,18.701029087471717,0
296,0.16212665843752141,1.1331526831249572,19.34928582233491,0
297,0.16143044259648137,1.1334251148070373,19.770362386183955,0
298,0.16497002742530728,1.1318379451493854,19.44189203174444,0
299,0.16753403397409103,1.130725932051818,18.985999652726196,0
300,0.1670338734084232,1.1309182531831536,19.551478323580458,0
301,0.2724762641952816,1.0915314716094369,21.684930420709456,0
302,0.27034501174139214,1.0921879765172158,22.39263017380641,0
303,0.27032256549403866,1.0921688690119227,22.282949654286604,0
304,0.2746655178656927,1.0908189642686146,24.34814825428696,0
305,0.2728961797388834,1.0913816405222332,22.959101610288208,0
306,0.2780275189897221,1.0898309620205557,22.3375896720626,0
307,0.2748013767610297,1.0908292464779406,22.566181115223415,0
308,0.2765679467306328,1.0901821065387345,24.156758915822223,0
309,0.27799349913326693,1.089733001733466,22.8686467555771,0
310,0.2831450270669336,1.0881059458661326,23.173229284443547,0
311,0.28386256314624136,1.0879008737075173,21.8696647155319,0
312,0.2771727665849023,1.0900444668301954,22.759944199416793,0
313,0.2832399184006206,1.0882161631987588,22.95788909336418,0
314,0.2806546090293901,1.0890507819412198,22.35223925903763,0
315,0.27904532257196885,1.0895613548560623,22.122741118843955,0
316,0.28482913561043627,1.0878297287791274,22.974429690898567,0
317,0.2833661440962123,1.0883057118075754,23.202789647313907,0
318,0.2848076433097616,1.0878947133804768,23.31477541778287,0
319,0.2861876880173629,1.0874026239652743,23.679134983148344,0
320,0.28750229664711824,1.0870374067057635,22.234160903331478,0
321,0.2884151730030139,1.0867796539939722,24.022687043458898,0
322,0.28773859915787287,1.0870308016842543,22.907758488573585,0
323,0.28988900915220617,1.0863859816955876,22.703175011053958,0
324,0.2855785521414027,1.0877428957171946,21.678951122801564,0
325,0.2866990138310415,1.087417972337917,22.680859448102648,0
326,0.2928792169034799,1.0855375661930402,22.736031327198873,0
327,0.2907589521867768,1.0860920956264464,22.70894652969601,0
328,0.29382941703109444,1.0851811659378112,24.175487931145838,0
329,0.2953916741502775,1.084678651699445,23.4761246757831,0
330,0.29680183011604605,1.084252339767908,23.94347147386886,0
331,0.29483929368940365,1.0848874126211927,23.403544399236218,0
332,0.2944468133950473,1.0850023732099054,23.21839370139405,0
333,0.29705121523924327,1.0841555695215135,23.093892120124274,0
334,0.29731731599984357,1.0841073680003128,23.331939877524356,0
335,0.3025717501137129,1.0825984997725742,22.96839716403688,0
336,0.29876403844828897,1.083627923103422,22.944979320804478,0
337,0.2988385696643488,1.0836468606713023,22.797069097965114,0
338,0.3020016788106575,1.082766642378685,23.931957974640433,0
339,0.3011899378061923,1.0830201243876154,23.490823319001343,0
340,0.3032515669745947,1.0824308660508106,24.187272518719304,0
341,0.3058155819062863,1.0816508361874273,23.441891666549218,0
342,0.30558368227247307,1.0817386354550538,23.566096460247955,0
343,0.31027263165760394,1.0803507366847922,24.16349260889057,0
344,0.30304816079260466,1.0824176784147908,23.285437723731874,0
345,0.3051511459754918,1.0818717080490163,22.92119125682565,0
346,0.3067402569133879,1.0813874861732242,24.376479683839086,0
347,0.31112650671807096,1.080186986563858,23.76516151039239,0
348,0.3095523766786889,1.0806832466426222,23.129024731999763,0
349,0.3107591519624469,1.0803496960751062,22.813128904628535,0
350,0.31440175693540323,1.0793404861291935,23.33703301762936,0
351,0.31569824090771714,1.0789615181845658,24.25753883904656,0
352,0.31441643505812655,1.0792831298837469,23.739467699702637,0
353,0.3150001088905946,1.079085782218811,24.74727101079884,0
354,0.3144353151628344,1.0792593696743311,23.21627388896802,0
355,0.3173501014677122,1.0785017970645756,24.04047557974087,0
356,0.31988438630902055,1.0777472273819588,24.014126019317146,0
357,0.3202746821154093,1.0776926357691814,24.39288918954466,0
358,0.3195770342262666,1.0779099315474667,23.642042393443425,0
359,0.31996534020036466,1.0777653195992707,23.365038575079815,0
360,0.32189348173808235,1.0771930365238354,24.00679172257014,0
361,0.32245030653085216,1.0770633869382957,24.01718786281068,0
362,0.3261262111249807,1.0760255777500385,24.657212467849362,0
363,0.3262616376405352,1.0759567247189297,23.854829473279317,0
364,0.3272790608028425,1.0757018783943149,23.50806156851048,0
365,0.32745959273248015,1.0757268145350396,24.28072729869557,0
366,0.32909898023642825,1.0753220395271434,24.002823844107716,0
367,0.32607760472172487,1.0760967905565502,24.335319914918127,0
368,0.32602374876035617,1.0761705024792876,24.532173996322832,0
369,0.33033035573523406,1.0750692885295319,24.33461254971936,0
370,0.3331202202010577,1.0744015595978846,23.620412474612166,0
371,0.3352202446074827,1.0738395107850347,23.91420765679922,0
372,0.33747608016269504,1.07325783967461,24.1975834616131,0
373,0.3369870918332234,1.0734158163335532,24.84615631563645,0
374,0.3398358682587971,1.0727742634824058,25.497734999485488,0
375,0.34019124623735236,1.0727195075252953,24.32822625601718,0
376,0.3405585821935208,1.0725928356129584,24.644179848892506,0
377,0.34197475517991544,1.072238489640169,24.720342413368513,0
378,0.34188014236709274,1.0722617152658145,24.53379226656857,0
379,0.34212034864741114,1.0721993027051777,24.560561882293833,0
380,0.3427920691379035,1.072013861724193,24.834940103654198,0
381,0.3485490572550852,1.0706078854898295,24.204076447201405,0
382,0.345460063725266,1.071313872549468,24.69380775950919,0
383,0.35220826000745303,1.069749479985094,24.266218177320624,0
384,0.34565614902029507,1.0713957019594098,24.654161288607916,0
385,0.34725079676428466,1.0709604064714306,25.238509417983593,0
386,0.35083569682351645,1.0700506063529671,25.435791875207705,0
387,0.35364343480892707,1.069391130382146,24.99042511711633,0
388,0.3575733807477899,1.0684612385044203,24.736620964741135,0
389,0.3556031024901258,1.0689117950197484,26.283544786614065,0
390,0.35222136137410104,1.069661277251798,24.845549195506823,0
391,0.35725821082674075,1.0684855783465186,24.76663511882928,0
392,0.35896881556336707,1.0680383688732658,25.320459460931556,0
393,0.3644802705333173,1.0668234589333654,26.078088249728033,0
394,0.36356326802130956,1.0670634639573808,25.45742187453012,0
395,0.368383601175626,1.065974797648748,25.29430589215187,0
396,0.3613070789262723,1.0675578421474554,26.152698168858816,0
397,0.37084916500687964,1.0653896699862406,25.64126076975652,0
398,0.36849979062766375,1.0658604187446725,25.878381959101965,0
399,0.36656707373310266,1.0662178525337946,27.204204846149032,0
400,0.3703551968860745,1.065345606227851,26.54752586484427,0
401,0.3698739460127308,1.0654701079745383,25.009373066760737,0
402,0.37376682552175094,1.064628348956498,26.182722989589358,0
403,0.37375039567629365,1.0645972086474127,25.981836247736204,0
404,0.37447552057599964,1.0644409588480006,26.55573675811264,0
405,0.37393750825623234,1.0645929834875354,26.23233404856717,0
406,0.3726754167720981,1.064847166455804,26.146247099116756,0
407,0.3783498125898851,1.0635983748202298,26.366167097927246,0
408,0.381260499584332,1.062991000831336,26.04844272387985,0
409,0.380588364968501,1.063125270062998,25.864977700085383,0
410,0.37915284478088784,1.0633883104382242,26.201319924360703,0
411,0.38386577912202585,1.0623864417559483,26.212506145617123,0
412,0.38164540241138334,1.0628571951772334,25.79689766245261,0
413,0.38632815998464354,1.061961680030713,26.583244139453274,0
414,0.38434555303415224,1.0623488939316956,26.613751384409724,0
415,0.3900355966076848,1.0611888067846305,25.810191749431397,0
416,0.3923631671107672,1.0607516657784655,26.038509159768548,0
417,0.39587668107058005,1.05999663785884,26.26329156460691,0
418,0.3889615524854472,1.0614488950291057,26.939298532277434,0
419,0.39078757209346954,1.061076855813061,27.686751046234466,0
420,0.39705175828837164,1.0597804834232567,26.115278756478546,0
421,0.3944188754132243,1.0602842491735516,25.72157039407275,0
422,0.39771215818596506,1.05957768362807,26.554718718195026,0
423,0.3968916161820395,1.059772767635921,27.028995248515255,0
424,0.39695057815572726,1.0596688436885455,26.447372727176734,0
425,0.40150549325566265,1.0587130134886749,26.315934432191156,0
426,0.40092097553600375,1.0588160489279923,26.707240868690725,0
427,0.4060103148656348,1.0578193702687302,26.51052352157085,0
428,0.4044021549908623,1.0581236900182753,27.424609034796383,0
429,0.4067328046797173,1.0577303906405653,26.652560729388274,0
430,0.4099063866294288,1.0571572267411424,26.903476807194338,0
431,0.40888356503166073,1.0573728699366785,26.430282539506187,0
432,0.411425971295697,1.0569640574086059,26.61096284944931,0
433,0.41109508659598065,1.0569518268080387,26.904004496391828,0
434,0.4133434481013642,1.0565531037972717,26.983763217575778,0
435,0.41570588921546037,1.0561002215690793,27.478177436170924,0
436,0.4168214310235691,1.0559551379528618,27.332611257912664,0
437,0.4172673845303129,1.0558992309393742,27.39642067667689,0
438,0.41386621892611775,1.0565215621477646,26.6211551164295,0
439,0.4186943563834619,1.0556312872330762,27.62399886148457,0
440,0.4179046567440885,1.055790686511823,28.022056593515195,0
441,0.42176986052921356,1.0551062789415728,27.310826561070883,0
442,0.42281616161908164,1.0549416767618367,27.33037498440857,0
443,0.42379330292913003,1.05478739414174,26.720662103742207,0
444,0.42161662668360567,1.0551267466327887,27.814065316614155,0
445,0.42641064731244643,1.054302705375107,28.029954051880814,0
446,0.43052179191023443,1.053664416179531,27.188943714946426,0
447,0.43152611402604896,1.053461771947902,28.013631720787096,0
448,0.4357105575038934,1.052832884992213,27.67018847974078,0
449,0.4324610490227235,1.053355901954553,27.433848492716592,0
450,0.4324265135715965,1.0533349728568069,27.66923382961475,0
451,0.4337270241570575,1.053135951685885,28.17366181896427,0
452,0.43569215885306795,1.052781682293864,27.90316400724881,0
453,0.4345732638965222,1.0529594722069557,28.658422023981004,0
454,0.44038212788123565,1.0521037442375287,28.106349701830037,0
455,0.43870470828433056,1.052368583431339,28.282101744753625,0
456,0.4416034909702721,1.0518990180594558,27.963212548061144,0
457,0.44249863611568657,1.051806727768627,28.161014517013957,0
458,0.4399494457817889,1.0522091084364222,28.448434579652314,0
459,0.44232142706033467,1.0518271458793307,28.08000341535773,0
460,0.4416690585741652,1.0519098828516695,27.98737371231391,0
461,0.4451614712968152,1.0513470574063697,28.109887781769213,0
462,0.4457719390481667,1.0512021219036667,28.04806002641245,0
463,0.4517175807500393,1.0502788384999213,28.158726532438237,0
464,0.45436329114464735,1.0499094177107053,28.677309693682947,0
465,0.4498427734708654,1.0505984530582693,27.763547081630637,0
466,0.4511361533167803,1.0504476933664393,28.325112513538212,0
467,0.44857438265051386,1.0508632346989721,28.232534478241604,0
468,0.4565993325042492,1.0496433349915015,28.303190659487914,0
469,0.4584237738724253,1.0493844522551494,29.41829074540152,0
